"No.","Time","Source","Destination","Protocol","Info","Length"
"1360","88.507125","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1361","88.507125","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1362","88.507125","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","774"
"1363","88.507354","192.168.6.68","140.82.114.3","TCP","53012  >  443 [ACK] Seq=13093 Ack=81397 Win=65280 Len=0","54"
"1364","88.513728","192.168.6.68","140.82.114.3","TLSv1.3","Application Data","89"
"1365","88.522448","192.168.6.68","140.82.114.3","TLSv1.3","Application Data","1031"
"1366","88.572693","192.168.6.68","104.18.32.47","TCP","[TCP Keep-Alive] 52664  >  443 [ACK] Seq=2102 Ack=1706 Win=253 Len=1","55"
"1367","88.604395","192.168.6.68","104.18.32.47","TCP","[TCP Keep-Alive] 52320  >  443 [ACK] Seq=30647 Ack=2111 Win=250 Len=1","55"
"1368","88.651018","104.18.32.47","192.168.6.68","TCP","[TCP Keep-Alive ACK] 443  >  52664 [ACK] Seq=1706 Ack=2103 Win=16 Len=0 SLE=2102 SRE=2103","66"
"1369","88.657146","140.82.114.3","192.168.6.68","TCP","443  >  53012 [ACK] Seq=81397 Ack=14105 Win=97280 Len=0","54"
"1370","88.687220","3e:b8:bf:50:dc:ac","Intel_2d:cd:b9","ARP","Who has 192.168.6.68? Tell 192.168.6.72","42"
"1371","88.687282","Intel_2d:cd:b9","3e:b8:bf:50:dc:ac","ARP","192.168.6.68 is at b0:7d:64:2d:cd:b9","42"
"1372","88.705892","104.18.32.47","192.168.6.68","TCP","[TCP Keep-Alive ACK] 443  >  52320 [ACK] Seq=2111 Ack=30648 Win=84 Len=0 SLE=30647 SRE=30648","66"
"1373","88.747082","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1374","88.747082","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1375","88.747082","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1376","88.747082","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","630"
"1377","88.797538","192.168.6.68","140.82.114.3","TCP","53012  >  443 [ACK] Seq=14105 Ack=86173 Win=65280 Len=0","54"
"1378","88.844376","192.168.6.68","140.82.114.3","TCP","53012  >  443 [ACK] Seq=14105 Ack=86173 Win=65280 Len=1400 [TCP PDU reassembled in 1379]","1454"
"1379","88.844376","192.168.6.68","140.82.114.3","TLSv1.3","Application Data","289"
"1380","89.008360","140.82.114.3","192.168.6.68","TCP","443  >  53012 [ACK] Seq=86173 Ack=15740 Win=101376 Len=0","54"
"1381","89.112984","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1382","89.112984","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1383","89.112984","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1384","89.112984","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1385","89.112984","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","145"
"1386","89.161447","192.168.6.68","140.82.114.3","TCP","53012  >  443 [ACK] Seq=15740 Ack=91864 Win=65280 Len=0","54"
"1387","89.178878","192.168.6.68","140.82.114.3","TLSv1.3","Application Data","958"
"1388","89.178964","192.168.6.68","140.82.114.3","TLSv1.3","Application Data","1106"
"1389","89.178988","192.168.6.68","140.82.114.3","TLSv1.3","Application Data","168"
"1390","89.187938","192.168.6.68","140.82.113.21","TLSv1.3","Application Data, Application Data","1423"
"1391","89.206736","192.168.6.68","140.82.113.21","TLSv1.3","Application Data, Application Data","1441"
"1392","89.242593","192.168.6.68","140.82.113.21","TLSv1.3","Application Data","1454"
"1393","89.242593","192.168.6.68","140.82.113.21","TCP","53001  >  443 [ACK] Seq=60011 Ack=13813 Win=64256 Len=1400 [TCP PDU reassembled in 1395]","1454"
"1394","89.242593","192.168.6.68","140.82.113.21","TCP","53001  >  443 [ACK] Seq=61411 Ack=13813 Win=64256 Len=1400 [TCP PDU reassembled in 1395]","1454"
"1395","89.242593","192.168.6.68","140.82.113.21","TLSv1.3","Application Data","898"
"1396","89.257183","192.168.6.68","107.167.96.30","TLSv1.3","Application Data","591"
"1397","89.262517","192.168.6.68","140.82.113.21","TLSv1.3","Application Data","1454"
"1398","89.262517","192.168.6.68","140.82.113.21","TCP","53001  >  443 [ACK] Seq=65055 Ack=13813 Win=64256 Len=1400 [TCP PDU reassembled in 1400]","1454"
"1399","89.262517","192.168.6.68","140.82.113.21","TCP","53001  >  443 [ACK] Seq=66455 Ack=13813 Win=64256 Len=1400 [TCP PDU reassembled in 1400]","1454"
"1400","89.262517","192.168.6.68","140.82.113.21","TLSv1.3","Application Data","1062"
"1401","89.289040","192.168.6.68","172.64.41.5","QUIC","Protected Payload (KP0), DCID=01a4afe184dfc75d1ea77ae1d6dfc2e472058e2e","308"
"1402","89.294995","192.168.6.68","172.64.41.5","QUIC","Protected Payload (KP0), DCID=01a4afe184dfc75d1ea77ae1d6dfc2e472058e2e","308"
"1403","89.295293","140.82.114.3","192.168.6.68","TCP","443  >  53012 [ACK] Seq=91864 Ack=17696 Win=106496 Len=0","54"
"1404","89.295293","140.82.113.21","192.168.6.68","TLSv1.3","Application Data","102"
"1405","89.307331","140.82.113.21","192.168.6.68","TLSv1.3","Application Data","102"
"1406","89.307331","140.82.113.21","192.168.6.68","TLSv1.3","Application Data","534"
"1407","89.307514","192.168.6.68","140.82.113.21","TCP","53001  >  443 [ACK] Seq=68863 Ack=14389 Win=65280 Len=0","54"
"1408","89.316914","140.82.113.21","192.168.6.68","TLSv1.3","Application Data","534"
"1409","89.337202","140.82.114.3","192.168.6.68","TCP","443  >  53012 [ACK] Seq=91864 Ack=17810 Win=106496 Len=0","54"
"1410","89.361270","140.82.113.21","192.168.6.68","TCP","443  >  53001 [ACK] Seq=14869 Ack=63655 Win=172032 Len=0","54"
"1411","89.361270","140.82.113.21","192.168.6.68","TLSv1.3","Application Data","102"
"1412","89.361526","192.168.6.68","140.82.113.21","TCP","53001  >  443 [ACK] Seq=68863 Ack=14917 Win=64768 Len=0","54"
"1413","89.373463","172.64.41.5","192.168.6.68","QUIC","Protected Payload (KP0)","65"
"1414","89.373463","172.64.41.5","192.168.6.68","QUIC","Protected Payload (KP0)","627"
"1415","89.373463","140.82.113.21","192.168.6.68","TLSv1.3","Application Data","534"
"1416","89.373763","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1417","89.373763","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1418","89.376566","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1419","89.376566","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","779"
"1420","89.376700","192.168.6.68","140.82.114.3","TCP","53012  >  443 [ACK] Seq=17810 Ack=96789 Win=65280 Len=0","54"
"1421","89.388743","172.64.41.5","192.168.6.68","QUIC","Protected Payload (KP0)","65"
"1422","89.388743","107.167.96.30","192.168.6.68","TLSv1.3","Application Data","254"
"1423","89.388743","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1424","89.391279","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1425","89.391279","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1426","89.391279","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1031"
"1427","89.391279","172.64.41.5","192.168.6.68","QUIC","Protected Payload (KP0)","627"
"1428","89.391279","140.82.113.21","192.168.6.68","TCP","443  >  53001 [ACK] Seq=15397 Ack=68863 Win=174080 Len=0","54"
"1429","89.391279","140.82.113.21","192.168.6.68","TLSv1.3","Application Data","102"
"1430","89.391279","140.82.113.21","192.168.6.68","TLSv1.3","Application Data","534"
"1431","89.391493","192.168.6.68","140.82.114.3","TCP","53012  >  443 [ACK] Seq=17810 Ack=101966 Win=65280 Len=0","54"
"1432","89.391730","192.168.6.68","140.82.113.21","TCP","53001  >  443 [ACK] Seq=68863 Ack=15925 Win=65280 Len=0","54"
"1433","89.397942","192.168.6.68","172.64.41.5","QUIC","Protected Payload (KP0), DCID=01a4afe184dfc75d1ea77ae1d6dfc2e472058e2e","85"
"1434","89.399944","192.168.6.68","107.167.96.31","TCP","53031  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM","66"
"1435","89.401905","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1436","89.401905","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1437","89.401905","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1438","89.403072","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","843"
"1439","89.403496","192.168.6.68","140.82.114.3","TCP","53012  >  443 [ACK] Seq=17810 Ack=106955 Win=65280 Len=0","54"
"1440","89.433840","192.168.6.68","107.167.96.30","TCP","53017  >  443 [ACK] Seq=3474 Ack=3730 Win=64935 Len=0","54"
"1441","89.623419","107.167.96.31","192.168.6.68","TCP","443  >  53031 [SYN, ACK] Seq=0 Ack=1 Win=42340 Len=0 MSS=1400","58"
"1442","89.623585","192.168.6.68","107.167.96.31","TCP","53031  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=0","54"
"1443","89.624798","192.168.6.68","107.167.96.31","TCP","53031  >  443 [ACK] Seq=1 Ack=1 Win=65535 Len=1400 [TCP PDU reassembled in 1444]","1454"
"1444","89.624798","192.168.6.68","107.167.96.31","TLSv1.3","Client Hello (SNI=af.opera.com)","472"
"1445","89.830914","107.167.96.31","192.168.6.68","TCP","443  >  53031 [ACK] Seq=1 Ack=1401 Win=42000 Len=0","54"
"1446","89.830914","107.167.96.31","192.168.6.68","TCP","443  >  53031 [ACK] Seq=1 Ack=1819 Win=41582 Len=0","54"
"1447","89.830914","107.167.96.31","192.168.6.68","TLSv1.3","Server Hello, Change Cipher Spec, Application Data","1354"
"1448","89.830914","107.167.96.31","192.168.6.68","TCP","443  >  53031 [ACK] Seq=1301 Ack=1819 Win=41582 Len=1300 [TCP PDU reassembled in 1449]","1354"
"1449","89.830914","107.167.96.31","192.168.6.68","TLSv1.3","Application Data, Application Data, Application Data","582"
"1450","89.831107","192.168.6.68","107.167.96.31","TCP","53031  >  443 [ACK] Seq=1819 Ack=3129 Win=65535 Len=0","54"
"1451","89.832286","192.168.6.68","107.167.96.31","TLSv1.3","Change Cipher Spec, Application Data","134"
"1452","89.832481","192.168.6.68","107.167.96.31","TLSv1.3","Application Data","1454"
"1453","89.832481","192.168.6.68","107.167.96.31","TLSv1.3","Application Data[Illegal Segments]","128"
"1454","90.033132","107.167.96.31","192.168.6.68","TCP","443  >  53031 [ACK] Seq=3129 Ack=3373 Win=41582 Len=0","54"
"1455","90.033132","107.167.96.31","192.168.6.68","TLSv1.3","Application Data","254"
"1456","90.080774","192.168.6.68","107.167.96.31","TCP","53031  >  443 [ACK] Seq=3373 Ack=3329 Win=65335 Len=0","54"
"1457","90.828274","192.168.6.68","140.82.113.21","TLSv1.3","Application Data, Application Data","1450"
"1458","90.842357","192.168.6.68","140.82.114.3","TLSv1.3","Application Data","732"
"1459","91.057441","140.82.114.3","192.168.6.68","TCP","443  >  53012 [ACK] Seq=106955 Ack=18488 Win=109568 Len=0","54"
"1460","91.057441","140.82.113.21","192.168.6.68","TLSv1.3","Application Data","102"
"1461","91.057441","140.82.113.21","192.168.6.68","TLSv1.3","Application Data","534"
"1462","91.109672","192.168.6.68","140.82.113.21","TCP","53001  >  443 [ACK] Seq=70259 Ack=16453 Win=64768 Len=0","54"
"1463","91.468357","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1464","91.468357","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1465","91.468357","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1466","91.468357","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1467","91.468357","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1468","91.468357","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1469","91.468357","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1470","91.468357","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1471","91.468357","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1472","91.468357","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1473","91.486855","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1474","91.486855","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1475","91.486855","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1476","91.486855","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1477","91.486855","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1478","91.486855","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","558"
"1479","91.486855","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1480","91.486855","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1481","91.486855","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1482","91.486855","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1483","91.486855","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1484","91.486855","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1485","91.486855","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1486","91.486855","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1156"
"1487","91.486855","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1488","91.486855","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1489","91.486855","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1490","91.486855","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1491","91.486855","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1492","91.486855","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1493","91.486855","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1494","91.486855","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1495","91.486855","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1496","91.486855","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1497","91.486855","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1498","91.486855","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1311"
"1499","91.486855","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1500","91.486855","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1501","91.486855","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1502","91.486855","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1503","91.488147","192.168.6.68","140.82.114.3","TCP","53012  >  443 [ACK] Seq=18488 Ack=161618 Win=65280 Len=0","54"
"1504","91.672494","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1505","91.672494","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1506","91.672494","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1507","91.672494","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1508","91.672494","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1509","91.672494","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1510","91.672494","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1511","91.672494","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1512","91.672494","140.82.114.3","192.168.6.68","TLSv1.3","Application Data, Application Data","1437"
"1513","91.715984","192.168.6.68","140.82.114.3","TCP","53012  >  443 [ACK] Seq=18488 Ack=174201 Win=130816 Len=0","54"
"1514","91.850684","192.168.6.68","140.82.113.21","TLSv1.3","Application Data, Application Data","1410"
"1515","91.903744","192.168.6.68","140.82.114.3","TLSv1.3","Application Data","967"
"1516","91.906244","192.168.6.68","140.82.114.3","TLSv1.3","Application Data","1151"
"1517","91.906287","192.168.6.68","140.82.114.3","TLSv1.3","Application Data","189"
"1518","91.925105","192.168.6.68","140.82.114.3","TLSv1.3","Application Data","238"
"1519","91.930914","192.168.6.68","140.82.114.3","TLSv1.3","Application Data","185"
"1520","91.967729","192.168.6.68","140.82.114.3","TLSv1.3","Application Data","239"
"1521","91.967802","192.168.6.68","140.82.114.3","TLSv1.3","Application Data","973"
"1522","91.967822","192.168.6.68","140.82.114.3","TLSv1.3","Application Data","192"
"1523","91.967841","192.168.6.68","140.82.114.3","TLSv1.3","Application Data","192"
"1524","92.019877","140.82.114.3","192.168.6.68","TCP","443  >  53012 [ACK] Seq=174201 Ack=19401 Win=112640 Len=0","54"
"1525","92.019877","140.82.113.21","192.168.6.68","TLSv1.3","Application Data","102"
"1526","92.019877","140.82.114.3","192.168.6.68","TCP","443  >  53012 [ACK] Seq=174201 Ack=20498 Win=114688 Len=0","54"
"1527","92.019877","140.82.114.3","192.168.6.68","TCP","443  >  53012 [ACK] Seq=174201 Ack=20633 Win=117760 Len=0","54"
"1528","92.019877","140.82.114.3","192.168.6.68","TCP","443  >  53012 [ACK] Seq=174201 Ack=20817 Win=120832 Len=0","54"
"1529","92.019877","140.82.114.3","192.168.6.68","TCP","443  >  53012 [ACK] Seq=174201 Ack=20948 Win=123904 Len=0","54"
"1530","92.022830","140.82.113.21","192.168.6.68","TLSv1.3","Application Data","534"
"1531","92.022930","192.168.6.68","140.82.113.21","TCP","53001  >  443 [ACK] Seq=71615 Ack=16981 Win=64256 Len=0","54"
"1532","92.028818","192.168.6.68","140.82.113.21","TLSv1.3","Application Data","1454"
"1533","92.028818","192.168.6.68","140.82.113.21","TCP","53001  >  443 [ACK] Seq=73015 Ack=16981 Win=64256 Len=1400 [TCP PDU reassembled in 1535]","1454"
"1534","92.028818","192.168.6.68","140.82.113.21","TCP","53001  >  443 [ACK] Seq=74415 Ack=16981 Win=64256 Len=1400 [TCP PDU reassembled in 1535]","1454"
"1535","92.028818","192.168.6.68","140.82.113.21","TLSv1.3","Application Data","1293"
"1536","92.073152","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1537","92.073152","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1538","92.073152","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1539","92.073152","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","639"
"1540","92.073406","192.168.6.68","140.82.114.3","TCP","53012  >  443 [ACK] Seq=22328 Ack=178986 Win=130816 Len=0","54"
"1541","92.075337","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1542","92.075337","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1543","92.075337","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1544","92.075337","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","589"
"1545","92.075556","192.168.6.68","140.82.114.3","TCP","53012  >  443 [ACK] Seq=22328 Ack=183721 Win=130816 Len=0","54"
"1546","92.080695","140.82.114.3","192.168.6.68","TCP","443  >  53012 [ACK] Seq=183721 Ack=21133 Win=125952 Len=0","54"
"1547","92.080695","140.82.114.3","192.168.6.68","TCP","443  >  53012 [ACK] Seq=183721 Ack=22052 Win=129024 Len=0","54"
"1548","92.080695","140.82.114.3","192.168.6.68","TCP","443  >  53012 [ACK] Seq=183721 Ack=22190 Win=132096 Len=0","54"
"1549","92.080695","140.82.114.3","192.168.6.68","TCP","443  >  53012 [ACK] Seq=183721 Ack=22328 Win=135168 Len=0","54"
"1550","92.082789","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1551","92.090363","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1552","92.090363","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1553","92.090363","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","508"
"1554","92.090578","192.168.6.68","140.82.114.3","TCP","53012  >  443 [ACK] Seq=22328 Ack=188375 Win=130816 Len=0","54"
"1555","92.135295","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1556","92.135295","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1557","92.135295","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1558","92.135295","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1559","92.135295","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1560","92.136141","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1074"
"1561","92.136242","192.168.6.68","140.82.114.3","TCP","53012  >  443 [ACK] Seq=22328 Ack=196395 Win=130816 Len=0","54"
"1562","92.176185","140.82.113.21","192.168.6.68","TCP","443  >  53001 [ACK] Seq=16981 Ack=75815 Win=188416 Len=0","54"
"1563","92.176185","140.82.113.21","192.168.6.68","TCP","443  >  53001 [ACK] Seq=16981 Ack=77054 Win=190464 Len=0","54"
"1564","92.176185","140.82.113.21","192.168.6.68","TLSv1.3","Application Data","102"
"1565","92.176185","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1566","92.184546","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1567","92.184546","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1568","92.184546","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","783"
"1569","92.184546","140.82.113.21","192.168.6.68","TLSv1.3","Application Data","534"
"1570","92.184743","192.168.6.68","140.82.114.3","TCP","53012  >  443 [ACK] Seq=22328 Ack=201324 Win=130816 Len=0","54"
"1571","92.184802","192.168.6.68","140.82.113.21","TCP","53001  >  443 [ACK] Seq=77054 Ack=17509 Win=65280 Len=0","54"
"1572","92.188659","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1573","92.188659","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1574","92.188659","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1575","92.188659","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","507"
"1576","92.188659","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1577","92.198453","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1578","92.198453","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1579","92.198453","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","532"
"1580","92.198680","192.168.6.68","140.82.114.3","TCP","53012  >  443 [ACK] Seq=22328 Ack=210655 Win=130816 Len=0","54"
"1581","92.213110","192.168.6.68","140.82.113.26","TLSv1.2","Application Data","255"
"1582","92.226969","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1583","92.226969","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1584","92.226969","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1585","92.226969","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","915"
"1586","92.228585","192.168.6.68","140.82.113.21","TLSv1.3","Application Data","1454"
"1587","92.228585","192.168.6.68","140.82.113.21","TCP","53001  >  443 [ACK] Seq=78454 Ack=17509 Win=65280 Len=1400 [TCP PDU reassembled in 1589]","1454"
"1588","92.228585","192.168.6.68","140.82.113.21","TCP","53001  >  443 [ACK] Seq=79854 Ack=17509 Win=65280 Len=1400 [TCP PDU reassembled in 1589]","1454"
"1589","92.228585","192.168.6.68","140.82.113.21","TLSv1.3","Application Data[Illegal Segments]","1064"
"1590","92.232631","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1591","92.232631","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1592","92.232631","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1593","92.232631","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1023"
"1594","92.232798","192.168.6.68","140.82.114.3","TCP","53012  >  443 [ACK] Seq=22328 Ack=220885 Win=130816 Len=0","54"
"1595","92.320098","ChongqingFug_4c:99:c5","Broadcast","ARP","Who has 192.168.6.72? Tell 192.168.6.214","60"
"1596","92.320098","140.82.113.26","192.168.6.68","TLSv1.2","Application Data","127"
"1597","92.320098","140.82.113.21","192.168.6.68","TCP","443  >  53001 [ACK] Seq=17509 Ack=78454 Win=193536 Len=0","54"
"1598","92.335571","140.82.113.21","192.168.6.68","TCP","443  >  53001 [ACK] Seq=17509 Ack=79854 Win=196608 Len=0","54"
"1599","92.336626","140.82.113.21","192.168.6.68","TCP","443  >  53001 [ACK] Seq=17509 Ack=82264 Win=201728 Len=0","54"
"1600","92.336626","140.82.113.21","192.168.6.68","TLSv1.3","Application Data","102"
"1601","92.340927","140.82.113.21","192.168.6.68","TLSv1.3","Application Data","534"
"1602","92.341079","192.168.6.68","140.82.113.21","TCP","53001  >  443 [ACK] Seq=82264 Ack=18037 Win=64768 Len=0","54"
"1603","92.365960","192.168.6.68","140.82.113.26","TCP","52355  >  443 [ACK] Seq=433 Ack=173 Win=250 Len=0","54"
"1604","93.416636","140.82.113.26","192.168.6.68","TLSv1.2","Application Data","80"
"1605","93.418255","192.168.6.68","140.82.113.26","TLSv1.2","Application Data","84"
"1606","93.720759","140.82.113.26","192.168.6.68","TCP","443  >  52355 [ACK] Seq=199 Ack=463 Win=79 Len=0","54"
"1607","94.233537","52.96.109.130","192.168.6.68","TLSv1.2","Application Data","95"
"1608","94.237073","192.168.6.68","52.96.109.130","TLSv1.2","Application Data, Application Data","124"
"1609","94.436425","52.96.109.130","192.168.6.68","TCP","443  >  52365 [ACK] Seq=206 Ack=351 Win=251 Len=0","54"
"1610","95.459621","52.96.165.242","192.168.6.68","TLSv1.2","Application Data","101"
"1611","95.501660","192.168.6.68","52.96.165.242","TCP","52279  >  443 [ACK] Seq=4098 Ack=1057 Win=252 Len=0","54"
"1612","96.077470","192.168.6.68","140.82.114.3","TLSv1.3","Application Data","779"
"1613","96.101144","fe80::24a4:c52c:7c19:fc15","ff02::c","UDP/XML","51576  >  3702 Len=656","718"
"1614","96.102849","192.168.6.68","239.255.255.250","UDP/XML","51575  >  3702 Len=656","698"
"1615","96.223389","192.168.6.68","173.194.216.188","TCP","[TCP Keep-Alive] 52057  >  5228 [ACK] Seq=1 Ack=1 Win=253 Len=1","55"
"1616","96.257978","fe80::24a4:c52c:7c19:fc15","ff02::c","UDP/XML","51576  >  3702 Len=656","718"
"1617","96.266697","140.82.114.3","192.168.6.68","TCP","443  >  53012 [ACK] Seq=220885 Ack=23053 Win=137216 Len=0","54"
"1618","96.314178","192.168.6.68","104.26.1.147","TCP","[TCP Keep-Alive] 52796  >  443 [ACK] Seq=1 Ack=1 Win=251 Len=1","55"
"1619","96.326092","192.168.6.68","239.255.255.250","UDP/XML","51575  >  3702 Len=656","698"
"1620","96.335214","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1621","96.335214","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1622","96.335214","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1623","96.335214","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","1454"
"1624","96.335214","140.82.114.3","192.168.6.68","TLSv1.3","Application Data","675"
"1625","96.335214","173.194.216.188","192.168.6.68","TCP","[TCP Keep-Alive ACK] 5228  >  52057 [ACK] Seq=1 Ack=2 Win=1046 Len=0 SLE=1 SRE=2","66"
"1626","96.346137","192.168.6.68","140.82.114.3","TLSv1.3","Application Data","89"
"1627","96.356842","192.168.6.68","185.199.111.133","TLSv1.3","Application Data","146"
"1628","96.358579","192.168.6.68","185.199.111.133","TLSv1.3","Application Data","540"
